vin,avg_battery,battery_std,min_battery,max_battery,total_records,avg_latitude,avg_longitude
MD9EMHDL24B217316,99.75,0.0,99.75,99.75,4,28.61,77.4
MD9EMHDL24B217318,78.9,24.94,12.09,100.0,191,28.53,77.1
MD9EMHDL24B217326,77.48,8.93,60.84,91.74,122,12.91,77.56
MD9EMHDL24B217327,88.58,9.54,80.52,100.0,189,28.63,77.08
MD9EMHDL24B217328,56.72,17.17,1.18,100.0,125,17.34,78.54
MD9EMHDL24B217330,23.13,0.0,23.13,23.13,4,28.55,77.06
MD9EMHDL24B217332,80.8,20.07,32.52,100.0,142,12.48,79.43
MD9EMHDL24B217336,79.75,21.43,25.76,100.0,153,28.65,77.18
MD9EMHDL24B217342,55.06,25.72,8.51,100.0,156,28.6,77.15
MD9EMHDL24B217343,78.65,24.39,7.46,100.0,129,28.48,77.15
MD9EMHDL24B217349,30.08,0.0,30.08,30.08,4,28.57,77.25
MD9EMHDL24B217357,13.58,0.0,13.58,13.58,4,13.13,80.04
MD9EMHDL24B217367,55.64,27.28,2.5,99.98,151,28.55,77.17
MD9EMHDL24B217369,100.0,0.0,100.0,100.0,4,28.66,77.04
MD9EMHDL24B217372,85.78,19.78,23.61,100.0,184,28.66,77.11
MD9EMHDL24B217373,4.0,0.0,4.0,4.0,4,28.75,77.11
MD9EMHDL24B217375,67.69,15.46,38.04,99.83,141,12.94,77.64
MD9EMHDL24B217377,56.11,22.74,14.89,100.0,126,28.62,77.0
MD9EMHDL24B217381,79.13,24.25,30.04,100.0,134,28.61,77.04
MD9EMHDL24B217386,74.56,25.07,9.3,100.0,100,28.73,77.12
MD9EMHDL24B217389,54.65,18.89,41.93,97.0,8,28.77,77.16
MD9EMHDL24B217391,89.28,18.16,22.52,100.0,141,28.57,77.28
MD9EMHDL24B217394,89.96,0.0,89.96,89.96,4,28.83,77.13
MD9EMHDL24B217400,50.68,16.98,18.48,94.54,160,28.62,77.17
MD9EMHDL24B217403,61.02,27.24,5.92,100.0,144,28.64,77.22
MD9EMHDL24B217405,70.14,21.14,22.86,99.8,159,28.46,77.03
MD9EMHDL24B217407,77.88,25.35,15.7,100.0,180,28.8,77.1
MD9EMHDL24B217410,89.81,15.07,35.09,100.0,189,13.07,80.13
MD9EMHDL24B217430,63.66,37.29,7.33,100.0,138,28.73,77.1
MD9EMHDL24B217434,81.18,25.47,0.0,100.0,161,28.64,77.13
MD9EMHDL24C217009,88.37,19.29,10.26,100.0,187,28.65,77.13
MD9EMHDL24C217011,82.13,15.74,34.46,100.0,155,17.21,78.63
MD9EMHDL24C217012,65.03,33.92,28.71,99.52,100,28.72,77.19
MD9EMHDL24C217015,74.86,26.03,42.52,98.95,6,28.6,77.32
MD9EMHDL24C217018,78.51,21.9,24.91,100.0,139,17.04,78.84
MD9EMHDL24C217019,89.39,9.13,45.82,100.0,124,28.6,76.99
MD9EMHDL24C217020,65.03,23.33,52.64,100.0,4,28.69,77.06
MD9EMHDL24C217025,79.99,13.02,53.67,100.0,12,28.64,77.19
MD9EMHDL24C217026,84.04,9.49,75.36,95.93,110,17.33,78.51
MD9EMHDL24C217030,80.63,0.0,80.63,80.63,4,28.78,77.06
MD9EMHDL24C217033,58.4,20.17,49.38,94.48,5,28.67,77.23
MD9EMHDL24C217035,83.56,24.42,17.03,100.0,183,28.62,77.09
MD9EMHDL24C217040,69.32,16.8,61.81,99.38,5,28.65,77.14
MD9EMHDL24C217045,59.16,28.22,10.29,100.0,151,28.7,77.28
MD9EMHDL24C217047,88.97,0.0,88.97,88.97,4,28.33,77.31
MD9EMHDL24C217049,99.5,0.0,99.5,99.5,4,28.63,77.32
MD9EMHDL24C217050,18.84,11.95,0.0,36.56,18,29.24,76.52
MD9EMHDL24C217052,23.31,0.0,23.31,23.31,4,28.63,77.19
MD9EMHDL24C217053,7.15,0.0,7.15,7.15,98,28.65,77.07
MD9EMHDL24C217054,82.65,20.06,22.82,99.81,170,28.5,77.24
MD9EMHDL24C217061,80.34,4.59,72.1,87.73,116,17.78,83.36
MD9EMHDL24C217113,80.1,22.09,29.91,100.0,163,28.77,77.17
MD9EMHDL24C217115,83.81,20.56,21.6,99.99,178,28.47,77.04
MD9EMHDL24C217119,75.22,20.84,27.5,99.99,166,28.75,76.79
MD9EMHDL24C217123,76.39,17.41,44.55,100.0,82,28.8,77.18
MD9EMHDL24C217124,69.36,25.09,4.0,100.0,107,28.69,77.21
MD9EMHDL24C217125,64.49,30.35,4.0,100.0,157,28.57,77.13
MD9EMHDL24C217126,81.94,28.55,10.84,100.0,99,28.6,77.29
MD9EMHDL24C217134,56.29,31.54,15.3,99.99,114,28.78,77.11
MD9EMHDL24C217135,85.94,22.52,23.0,100.0,154,28.54,77.28
MD9EMHDL24C217138,75.13,26.09,9.0,100.0,162,28.65,77.1
MD9EMHDL24C217143,71.36,31.94,7.0,100.0,134,28.24,77.37
MD9EMHDL24C217151,73.36,26.48,19.59,100.0,143,28.9,77.0
MD9EMHDL24C217153,72.2,13.82,53.99,94.49,123,28.56,77.37
MD9EMHDL24C217154,80.82,20.87,23.33,100.0,163,28.62,77.3
MD9EMHDL24C217162,58.39,31.2,10.81,100.0,135,28.63,77.36
MD9EMHDL24C217167,77.67,22.1,28.21,99.77,109,28.55,77.22
MD9EMHDL24C217169,75.62,24.82,19.26,100.0,158,28.67,77.21
MD9EMHDL24C217170,73.81,25.27,11.0,100.0,150,28.69,77.18
MD9EMHDL24C217178,73.27,0.32,72.7,73.41,5,28.59,77.23
MD9EMHDL24C217183,55.31,15.95,35.68,67.09,8,28.53,77.37
MD9EMHDL24C217186,88.87,17.4,19.54,100.0,182,28.7,77.07
MD9EMHDL24C217191,78.25,28.04,0.0,100.0,186,28.59,77.3
MD9EMHDL24C217207,60.07,0.0,60.07,60.07,4,28.52,77.17
MD9EMHDL24C217214,75.64,21.41,9.53,100.0,147,28.48,77.3
MD9EMHDL24C217221,90.69,13.39,52.29,100.0,174,28.49,77.05
MD9EMHDL24C217226,99.78,0.27,99.28,100.0,98,28.76,77.07
MD9EMHDL24C217227,71.59,27.03,21.26,98.69,10,28.73,77.08
MD9EMHDL24C217228,65.99,26.65,16.51,100.0,157,28.45,76.96
MD9EMHDL24C217230,79.66,0.0,79.66,79.66,4,28.79,77.24
MD9EMHDL24C217235,78.68,23.67,8.89,100.0,158,28.6,76.82
MD9EMHDL24C217243,36.03,24.84,10.39,73.06,6,28.75,77.09
MD9EMHDL24C217245,59.82,1.87,58.51,63.12,5,28.61,77.0
MD9EMHDL24C217264,58.73,32.79,0.43,100.0,150,28.66,77.13
MD9EMHDL24C217273,87.94,21.16,14.05,99.11,129,28.64,77.12
MD9EMHDL24C217275,91.14,12.95,37.91,100.0,117,28.52,77.31
MD9EMHDL24C217277,99.26,0.01,99.25,99.27,63,28.62,77.33
MD9EMHDL24C217281,92.21,15.48,30.39,100.0,49,28.53,77.27
MD9EMHDL24C217288,83.34,20.43,20.76,100.0,167,28.54,77.26
MD9EMHDL24C217299,58.11,30.24,27.69,100.0,9,28.71,77.05
MD9EMHDL24D217005,98.42,1.9,94.73,99.66,6,28.68,77.29
MD9EMHDL24D217009,60.59,21.82,25.78,100.0,150,28.72,77.2
MD9EMHDL24D217013,64.59,0.0,64.59,64.59,4,28.64,77.08
MD9EMHDL24D217014,71.43,18.37,44.47,94.36,14,28.75,77.03
MD9EMHDL24D217015,82.81,21.55,23.77,100.0,169,28.69,77.18
MD9EMHDL24D217019,91.18,14.64,44.8,100.0,157,28.67,77.25
MD9EMHDL24D217033,86.5,14.76,38.94,100.0,170,28.64,77.27
MD9EMHDL24D217042,97.46,0.0,97.46,97.46,4,28.63,77.03
MD9EMHDL24D217043,67.05,18.69,13.15,99.99,156,28.58,77.36
MD9EMHDL24D217044,65.41,31.36,3.14,100.0,126,28.68,77.11
MD9EMHDL24D217046,67.45,34.31,0.0,100.0,162,595.85,77.04
MD9EMHDL24D217047,82.78,25.86,2.9,100.0,129,28.62,76.91
MD9EMHDL24D217048,70.83,24.26,17.4,100.0,93,28.6,77.39
MD9EMHDL24D217049,72.84,28.82,0.0,99.99,168,28.58,77.33
MD9EMHDL24D217050,58.23,38.85,0.0,99.87,44,28.59,76.97
MD9EMHDL24D217067,91.19,0.0,91.19,91.19,4,28.72,77.17
MD9EMHDL24D217082,85.48,19.43,25.87,100.0,174,13.13,80.22
MD9EMHDL24D217113,81.02,5.55,64.88,98.15,116,13.01,77.51
MD9EMHDL24D217114,84.63,17.91,27.29,100.0,151,28.55,77.27
MD9EMHDL24D217117,81.93,17.73,27.72,99.98,154,28.63,77.07
MD9EMHDL24D217121,92.09,0.0,92.09,92.09,4,28.62,77.4
MD9EMHDL24D217130,85.37,16.65,43.2,100.0,146,16.56,81.24
MD9EMHDL24D217131,51.76,0.0,51.76,51.76,4,28.66,77.37
MD9EMHDL24D217133,81.33,21.61,22.0,100.0,165,28.69,77.17
MD9EMHDL24D217136,76.2,24.71,7.45,100.0,166,28.68,77.15
MD9EMHDL24D217137,74.11,23.03,18.0,100.0,145,28.61,76.77
MD9EMHDL24D217138,65.91,35.51,0.0,100.0,153,28.53,77.03
MD9EMHDL24D217139,65.8,20.23,18.6,97.06,141,28.54,77.26
MD9EMHDL24D217140,99.39,0.0,99.39,99.39,117,28.45,77.27
MD9EMHDL24D217141,76.43,13.31,55.59,89.99,18,,
MD9EMHDL24D217142,72.29,0.0,72.29,72.29,4,28.66,77.11
MD9EMHDL24D217144,76.69,21.38,14.74,99.99,145,28.69,77.06
MD9EMHDL24D217145,74.01,27.34,12.0,100.0,146,28.54,77.24
MD9EMHDL24D217151,64.0,0.0,64.0,64.0,4,28.67,77.23
MD9EMHDL24D217152,66.7,32.36,3.0,100.0,20,28.49,77.01
MD9EMHDL24D217154,73.91,28.46,3.59,99.99,168,28.63,7036.22
MD9EMHDL24D217155,74.7,24.2,7.61,98.38,106,29.12,76.75
MD9EMHDL24D217156,72.76,25.41,10.23,100.0,83,28.59,77.37
MD9EMHDL24D217157,99.44,1.48,95.31,99.97,142,28.61,77.12
MD9EMHDL24D217159,20.0,0.0,20.0,20.0,4,28.68,77.15
MD9EMHDL24D217161,60.76,28.44,3.49,99.99,156,28.55,77.41
MD9EMHDL24D217162,5.7,0.0,5.7,5.7,104,28.63,77.35
MD9EMHDL24D217165,63.3,24.52,6.58,99.98,156,28.82,76.35
MD9EMHDL24D217168,83.46,19.08,23.0,100.0,148,28.51,77.09
MD9EMHDL24D217173,86.64,16.23,37.79,100.0,156,828.64,76.99
MD9EMHDL24D217175,75.13,27.33,14.35,100.0,156,28.69,77.3
MD9EMHDL24D217177,95.45,0.0,95.45,95.45,101,28.47,77.06
MD9EMHDL24D217179,66.86,31.56,1.22,100.0,186,28.66,77.38
MD9EMHDL24D217182,77.95,28.91,0.0,99.91,147,28.53,77.29
MD9EMHDL24D217184,93.32,14.64,42.71,100.0,88,28.65,77.36
MD9EMHDL24D217185,82.65,19.69,20.83,100.0,154,,
MD9EMHDL24D217187,94.75,5.95,72.19,100.0,159,11.43,77.56
MD9EMHDL24D217195,73.09,16.48,39.12,100.0,136,13.1,79.94
MD9EMHDL24D217205,90.91,12.96,26.34,100.0,128,13.64,79.5
MD9EMHDL24D217210,99.92,0.0,99.92,99.92,4,13.08,80.2
MD9EMHDL24D217240,93.82,9.58,67.9,100.0,171,14.84,79.85
MD9EMHDL24D217264,28.39,0.0,28.39,28.39,4,28.71,77.07
MD9EMHDL24D217265,93.6,11.75,37.99,100.0,172,28.66,77.05
MD9EMHDL24D217268,76.0,27.69,6.65,100.0,177,28.71,77.09
MD9EMHDL24D217274,93.02,12.23,49.05,100.0,127,26.45,92.01
MD9EMHDL24D217281,70.03,32.48,0.0,100.0,174,28.62,77.09
MD9EMHDL24D217282,79.51,29.16,3.68,100.0,127,28.62,77.38
MD9EMHDL24D217284,96.94,5.05,76.17,100.0,141,28.75,77.13
MD9EMHDL24D217286,46.4,9.82,31.89,78.38,105,28.63,77.15
MD9EMHDL24D217288,65.27,34.34,0.0,100.0,157,28.66,77.06
MD9EMHDL24D217289,59.86,32.94,12.37,100.0,152,22.81,75.84
MD9EMHDL24D217294,68.7,11.75,57.2,96.97,11,28.57,77.26
MD9EMHDL24D217302,70.88,26.3,2.95,100.0,149,28.66,77.28
MD9EMHDL24D217303,0.0,0.0,0.0,0.0,4,28.52,77.3
MD9EMHDL24D217308,78.16,15.97,43.94,100.0,145,28.65,77.11
MD9EMHDL24D217310,88.9,0.0,88.9,88.9,132,28.59,77.02
MD9EMHDL24D217311,79.62,11.02,67.84,88.83,7,28.67,77.03
MD9EMHDL24D217314,81.79,24.78,4.25,100.0,184,28.72,77.18
MD9EMHDL24D217319,72.57,21.99,43.2,100.0,74,28.69,77.07
MD9EMHDL24D217320,83.91,22.07,10.51,100.0,177,28.72,77.18
MD9EMHDL24D217324,71.75,14.54,31.55,100.0,149,17.19,78.65
MD9EMHDL24D217326,54.78,15.98,35.39,77.42,8,28.63,77.28
MD9EMHDL24D217328,45.81,9.11,36.19,59.58,8,28.55,77.1
MD9EMHDL24D217331,71.4,21.83,16.8,100.0,150,28.7,77.14
MD9EMHDL24D217334,79.36,26.28,33.68,100.0,122,28.54,77.14
MD9EMHDL24D217335,70.94,26.69,5.51,100.0,159,28.56,77.21
MD9EMHDL24D217336,51.68,0.0,51.68,51.68,4,28.64,77.0
MD9EMHDL24D217340,88.96,9.56,68.59,100.0,152,17.19,78.64
MD9EMHDL24D217341,91.6,13.32,34.42,100.0,107,28.41,76.89
MD9EMHDL24D217344,81.05,23.76,5.76,100.0,147,28.65,77.1
MD9EMHDL24D217358,80.29,24.44,5.75,99.99,181,28.63,77.16
MD9EMHDL24D217363,74.33,27.76,2.78,100.0,186,28.7,77.17
MD9EMHDL24D217372,79.38,23.72,6.64,100.0,177,28.73,77.15
MD9EMHDL24D217374,83.31,20.13,18.72,100.0,171,28.59,77.11
MD9EMHDL24D217377,90.52,13.44,49.09,100.0,177,12.84,78.93
MD9EMHDL24D217378,70.03,37.57,0.29,100.0,171,28.45,77.13
MD9EMHDL24D217382,83.4,20.52,30.82,100.0,147,17.39,78.45
MD9EMHDL24D217387,47.18,15.49,4.64,57.61,109,12.47,79.86
MD9EMHDL24D217408,68.24,29.09,16.54,100.0,134,12.99,77.57
MD9EMHDL24D217409,80.74,15.95,33.23,93.57,137,28.67,77.18
MD9EMHDL24D217415,76.82,20.82,28.35,100.0,146,12.92,77.67
MD9EMHDL24D217426,74.39,21.45,21.25,100.0,123,12.9,77.57
MD9EMHDL24D217429,79.6,26.27,2.52,100.0,161,28.64,77.3
MD9EMHDL24D217436,78.39,26.63,10.14,100.0,156,28.66,77.27
MD9EMHDL24D217437,87.19,14.93,21.25,100.0,138,28.64,77.46
MD9EMHDL24D217445,87.01,18.0,27.91,100.0,175,28.41,76.99
MD9EMHDL24D217449,68.01,0.0,68.01,68.01,4,28.63,77.35
MD9EMHDL24D217452,72.01,30.53,1.51,98.61,127,17.32,78.54
MD9EMHDL24D217454,97.17,0.16,96.92,97.38,103,28.49,77.35
MD9EMHDL24D217457,31.13,0.0,31.13,31.13,4,13.06,80.19
MD9EMHDL24D217459,91.7,14.8,31.96,100.0,154,28.52,77.23
MD9EMHDL24E217012,94.69,0.0,94.69,94.69,4,28.58,77.08
MD9EMHDL24E217026,69.46,15.94,33.34,98.1,118,14.17,79.84
MD9EMHDL24E217027,69.65,24.02,20.75,100.0,103,28.64,77.36
MD9EMHDL24E217028,86.73,17.48,26.52,100.0,178,28.48,77.3
MD9EMHDL24E217050,87.95,17.29,30.66,100.0,155,28.52,77.18
MD9EMHDL24E217055,79.01,20.28,38.41,100.0,126,28.57,77.17
MD9EMHDL24E217063,80.18,22.22,30.48,100.0,147,28.65,77.22
MD9EMHDL24E217085,83.75,23.49,14.66,100.0,181,28.7,77.1
MD9EMHDL24E217096,89.4,11.08,50.48,99.87,126,28.54,77.27
MD9EMHDL24E217099,23.59,19.53,1.01,60.29,6,28.54,77.07
MD9EMHDL24E217104,78.78,25.39,0.42,100.0,160,28.63,77.29
MD9EMHDL24E217115,80.66,23.06,10.59,100.0,167,28.7,77.1
MD9EMHDL24E217119,61.27,0.0,61.27,61.27,4,28.69,77.18
MD9EMHDL24E217125,75.91,26.22,16.78,100.0,171,28.73,77.14
MD9EMHDL24E217126,81.96,23.61,14.22,100.0,170,28.45,77.11
MD9EMHDL24E217127,89.13,21.05,30.13,100.0,138,13.12,80.28
MD9EMHDL24E217129,76.54,27.23,2.32,100.0,178,28.66,77.13
MD9EMHDL24E217131,93.19,11.56,35.56,100.0,189,28.63,77.33
MD9EMHDL24E217134,99.69,0.43,99.22,100.0,5,28.64,77.33
MD9EMHDL24E217136,79.72,24.06,12.31,100.0,146,28.72,77.1
MD9EMHDL24E217145,66.67,3.51,62.21,70.2,5,28.86,77.12
MD9EMHDL24E217147,45.1,37.05,0.61,100.0,129,28.48,77.16
MD9EMHDL24E217148,63.7,26.6,26.3,100.0,132,13.01,77.5
MD9EMHDL24E217149,70.3,26.77,0.12,100.0,171,28.6,77.27
MD9EMHDL24E217150,82.16,16.95,19.94,100.0,143,28.71,77.17
MD9EMHDL24E217158,85.57,22.13,4.94,100.0,180,28.71,77.18
MD9EMHDL24E217162,77.92,20.8,32.72,100.0,129,17.34,78.33
MD9EMHDL24E217163,100.0,0.0,100.0,100.0,4,28.61,77.4
MD9EMHDL24E217164,80.33,21.86,17.06,100.0,132,15.44,78.47
MD9EMHDL24E217166,86.26,0.0,86.26,86.26,169,17.48,78.42
MD9EMHDL24E217168,67.37,0.0,67.37,67.37,4,28.76,77.28
MD9EMHDL24E217169,64.34,4.39,59.36,68.55,108,28.62,77.16
MD9EMHDL24E217172,79.63,16.21,31.92,100.0,145,17.4,78.59
MD9EMHDL24E217176,82.38,22.89,19.48,99.91,184,28.63,77.23
MD9EMHDL24E217177,85.05,15.09,49.07,100.0,135,13.12,80.28
MD9EMHDL24E217178,80.64,24.36,12.0,100.0,180,28.72,77.0
MD9EMHDL24E217181,68.76,0.0,68.76,68.76,4,28.71,77.03
MD9EMHDL24E217183,84.22,21.44,31.57,100.0,157,28.6,77.3
MD9EMHDL24E217185,90.07,10.59,66.62,100.0,154,13.12,80.28
MD9EMHDL24E217187,92.79,15.46,29.5,100.0,146,28.6,77.06
MD9EMHDL24E217190,66.22,28.5,13.07,100.0,163,28.64,77.16
MD9EMHDL24E217195,86.02,18.82,30.83,100.0,178,28.65,77.1
MD9EMHDL24E217201,78.63,14.9,54.18,96.23,67,28.62,77.39
MD9EMHDL24E217210,82.43,31.23,26.56,96.4,5,28.58,77.1
MD9EMHDL24E217212,63.47,4.09,60.48,67.96,5,28.73,77.08
MD9EMHDL24E217213,100.0,0.0,100.0,100.0,4,12.8,77.68
MD9EMHDL24E217215,81.88,16.84,32.39,100.0,139,28.68,77.04
MD9EMHDL24E217220,73.38,18.53,24.93,98.98,126,12.93,77.63
MD9EMHDL24E217227,68.16,33.19,4.73,100.0,173,28.64,77.26
MD9EMHDL24E217228,89.93,11.72,57.35,100.0,168,17.57,78.36
MD9EMHDL24E217229,57.88,26.41,0.0,97.64,149,12.89,77.63
MD9EMHDL24E217232,74.39,23.14,37.77,100.0,116,12.89,77.62
MD9EMHDL24E217239,89.51,18.43,27.12,100.0,119,17.43,78.5
MD9EMHDL24E217240,87.52,19.11,26.19,100.0,145,28.59,77.25
MD9EMHDL24E217241,94.5,0.0,94.5,94.5,4,28.76,77.05
MD9EMHDL24E217244,92.06,14.38,37.05,100.0,133,12.99,80.24
MD9EMHDL24E217259,81.51,23.85,27.73,100.0,15,28.66,77.42
MD9EMHDL24E217262,85.93,23.22,7.5,100.0,184,28.64,77.14
MD9EMHDL24E217269,71.67,31.27,6.18,100.0,159,28.6,77.26
MD9EMHDL24E217274,49.7,24.89,30.11,99.55,6,28.66,77.15
MD9EMHDL24E217278,56.87,26.98,19.27,100.0,151,28.63,77.12
MD9EMHDL24E217282,61.65,35.51,0.74,100.0,173,28.6,77.37
MD9EMHDL24E217291,99.39,0.05,99.31,99.45,103,28.71,77.26
MD9EMHDL24E217293,63.52,39.0,25.68,100.0,8,28.63,77.1
MD9EMHDL24E217294,74.53,25.54,9.33,100.0,117,28.71,77.1
MD9EMHDL24E217298,86.28,0.0,86.28,86.28,4,28.67,77.22
MD9EMHDL24E217308,82.98,22.9,7.61,100.0,189,28.66,77.34
MD9EMHDL24E217321,93.29,14.67,28.3,100.0,113,28.34,77.33
MD9EMHDL24E217323,79.16,20.02,13.91,100.0,101,28.73,77.17
MD9EMHDL24E217324,45.64,0.0,45.64,45.64,7,28.66,77.06
MD9EMHDL24E217333,76.37,14.27,49.9,100.0,84,13.52,80.02
MD9EMHDL24E217334,60.77,0.0,60.77,60.77,124,28.62,77.1
MD9EMHDL24E217340,95.0,0.0,95.0,95.0,138,28.62,77.33
MD9EMHDL24E217341,86.7,21.91,0.4,100.0,149,28.68,77.37
MD9EMHDL24E217342,61.35,0.0,61.35,61.35,110,28.59,77.31
MD9EMHDL24E217343,91.6,14.51,46.14,100.0,126,28.72,77.28
MD9EMHDL24E217344,84.32,14.91,46.64,99.95,138,28.66,77.13
MD9EMHDL24E217350,87.12,17.68,32.11,100.0,163,28.63,4030.99
MD9EMHDL24E217351,81.4,19.67,27.79,100.0,146,29.17,76.69
MD9EMHDL24E217355,79.3,25.22,8.4,100.0,154,28.64,77.34
MD9EMHDL24E217356,81.09,17.51,18.96,100.0,62,28.68,76.99
MD9EMHDL24E217358,16.23,0.0,16.23,16.23,141,28.63,77.32
MD9EMHDL24E217359,89.07,16.51,27.54,100.0,183,28.51,77.15
MD9EMHDL24E217360,82.21,21.95,8.09,100.0,139,28.91,76.84
MD9EMHDL24E217364,99.41,0.12,99.17,100.0,111,28.53,2323.24
MD9EMHDL24E217365,44.78,13.64,14.07,82.53,124,13.04,77.52
MD9EMHDL24F217003,85.15,22.71,20.57,100.0,144,28.65,77.07
MD9EMHDL24F217012,82.8,24.58,0.28,100.0,115,29.15,76.69
MD9EMHDL24F217019,76.92,21.31,15.82,100.0,140,28.92,76.86
MD9EMHDL24F217026,51.73,21.94,30.14,100.0,123,17.6,78.31
MD9EMHDL24F217027,60.91,27.73,9.1,100.0,120,12.89,77.64
MD9EMHDL24F217029,85.95,21.13,32.72,99.84,107,29.33,76.35
MD9EMHDL24F217046,50.05,0.0,50.05,50.05,162,28.92,77.04
MD9EMHDL24F217047,83.04,0.0,83.04,83.04,92,28.66,77.34
MD9EMHDL24F217053,82.97,19.34,27.72,98.15,126,28.51,77.19
MD9EMHDL24F217058,78.48,25.34,7.31,100.0,156,28.73,77.0
MD9EMHDL24F217059,64.64,27.8,11.39,100.0,149,28.78,77.05
MD9EMHDL24F217075,100.0,0.01,99.95,100.0,114,28.72,77.32
MD9EMHDL24F217076,38.65,0.23,38.22,38.85,47,14.46,79.99
MD9EMHDL24F217087,89.82,16.9,22.57,100.0,155,28.61,77.33
MD9EMHDL24F217088,80.76,24.75,10.33,100.0,154,28.43,76.91
MD9EMHDL24F217093,3.45,0.0,3.45,3.45,4,28.64,77.04
MD9EMHDL24F217095,57.52,0.0,57.52,57.52,121,28.68,77.04
MD9EMHDL24F217098,39.13,0.0,39.13,39.13,144,28.64,77.14
MD9EMHDL24F217099,88.95,0.0,88.95,88.95,4,28.47,77.01
MD9EMHDL24F217100,77.03,24.46,17.22,100.0,173,28.7,77.07
MD9EMHDL24F217103,84.67,19.17,27.88,100.0,103,28.6,1349.49
MD9EMHDL24F217104,77.59,24.84,8.14,100.0,170,28.55,77.15
MD9EMHDL24F217107,74.81,25.53,9.1,100.0,165,28.67,77.23
MD9EMHDL24F217108,77.45,24.74,12.94,100.0,140,17.5,78.4
MD9EMHDL24F217113,69.49,7.23,59.67,75.23,97,12.94,77.62
MD9EMHDL24F217116,91.35,17.9,3.0,100.0,123,28.63,77.0
MD9EMHDL24F217118,69.07,29.55,1.69,100.0,100,28.52,77.23
MD9EMHDL24F217125,79.08,20.02,20.29,100.0,148,28.63,77.16
MD9EMHDL24F217127,52.44,0.0,52.44,52.44,135,28.68,76.99
MD9EMHDL24F217133,97.43,0.0,97.43,97.43,143,28.53,77.29
MD9EMHDL24F217137,82.72,21.89,15.02,100.0,159,924.78,77.2
MD9EMHDL24F217146,62.39,26.56,16.31,100.0,141,28.43,76.95
MD9EMHDL24F217147,40.06,0.0,40.06,40.06,159,28.5,77.09
MD9EMHDL24F217148,80.55,23.17,11.49,100.0,156,28.6,77.37
MD9EMHDL24F217155,87.49,20.33,11.17,100.0,162,28.6,77.48
MD9EMHDL24F217156,56.5,38.78,0.0,100.0,192,28.68,77.29
MD9EMHDL24F217157,83.02,15.49,46.26,100.0,88,28.53,77.41
MD9EMHDL24F217165,65.4,29.52,7.64,100.0,147,28.63,77.33
MD9EMHDL24F217168,85.78,19.26,26.88,100.0,142,28.4,77.07
MD9EMHDL24F217178,49.15,22.38,5.19,99.89,126,13.14,80.23
MD9EMHDL24F217180,79.82,22.89,14.15,100.0,150,28.61,77.33
MD9EMHDL24F217181,67.37,25.13,21.56,100.0,136,28.71,77.22
MD9EMHDL24F217189,74.57,25.57,7.62,100.0,164,28.47,77.18
MD9EMHDL24F217192,74.0,26.46,3.42,100.0,179,28.43,77.3
MD9EMHDL24F217194,79.35,24.02,16.88,100.0,156,2144.42,77.19
MD9EMHDL24F217200,84.97,16.13,21.66,100.0,126,28.74,77.18
MD9EMHDL24F217201,90.97,12.57,58.76,100.0,125,28.67,77.19
MD9EMHDL24F217202,85.44,22.27,10.85,100.0,180,28.56,77.37
MD9EMHDL24F217205,93.32,0.0,93.32,93.32,159,28.69,77.18
MD9EMHDL24F217206,94.96,0.0,94.96,94.96,4,28.55,77.35
MD9EMHDL24F217207,87.18,21.84,4.96,100.0,192,28.68,77.35
MD9EMHDL24F217208,73.68,24.58,29.73,100.0,126,28.62,77.31
MD9EMHDL24F217213,78.77,24.89,15.45,100.0,170,28.53,77.18
MD9EMHDL24F217215,67.78,28.03,13.58,100.0,153,28.69,77.08
MD9EMHDL24F217219,80.39,27.55,4.73,100.0,153,28.61,77.14
MD9EMHDL24F217223,69.07,10.0,57.73,80.37,111,12.85,80.04
MD9EMHDL24F217226,83.12,18.07,23.54,100.0,158,28.49,77.28
MD9EMHDL24F217228,69.13,26.01,14.38,100.0,191,28.46,77.08
MD9EMHDL24F217240,86.8,21.8,9.15,100.0,177,28.7,76.99
MD9EMHDL24F217246,100.0,0.0,100.0,100.0,4,28.65,77.03
MD9EMHDL24F217250,80.53,24.07,27.02,100.0,186,28.66,77.07
MD9EMHDL24F217253,82.67,0.0,82.67,82.67,4,14.33,79.85
MD9EMHDL24F217256,77.93,28.46,2.34,100.0,188,28.6,77.37
MD9EMHDL24F217263,51.25,0.0,51.25,51.25,180,28.62,77.08
MD9EMHDL24F217264,82.44,22.94,11.32,99.45,126,28.68,77.3
MD9EMHDL24F217270,76.15,25.59,7.79,100.0,147,28.59,77.16
MD9EMHDL24F217273,80.75,16.73,41.0,100.0,132,28.64,77.41
MD9EMHDL24F217274,72.9,27.0,11.08,100.0,173,28.6,77.11
MD9EMHDL24F217275,60.83,34.51,1.31,99.86,136,28.57,77.46
MD9EMHDL24F217278,68.03,29.84,2.82,100.0,192,28.67,77.1
MD9EMHDL24F217280,77.5,23.82,23.15,99.99,191,28.49,77.33
MD9EMHDL24F217281,66.15,30.14,7.17,99.99,152,28.68,77.04
MD9EMHDL24F217284,91.51,17.8,19.7,100.0,124,28.64,77.15
MD9EMHDL24F217286,59.49,3.88,54.59,62.58,7,28.54,77.31
MD9EMHDL24F217287,80.2,22.37,29.4,100.0,153,28.7,77.09
MD9EMHDL24F217288,75.31,32.06,0.0,99.99,178,28.68,77.1
